scenario,condition,n_seeds,n_dogs,n_dogs_ci95,completion_G0_s,completion_G0_s_ci95,completion_G0_done_s,completion_G0_done_s_ci95,path_ratio_G0,path_ratio_G0_ci95,completion_G1_s,completion_G1_s_ci95,completion_G1_done_s,completion_G1_done_s_ci95,path_ratio_G1,path_ratio_G1_ci95,completion_G2_s,completion_G2_s_ci95,completion_G2_done_s,completion_G2_done_s_ci95,path_ratio_G2,path_ratio_G2_ci95,completion_G3_s,completion_G3_s_ci95,completion_G3_done_s,completion_G3_done_s_ci95,path_ratio_G3,path_ratio_G3_ci95,completion_G4_s,completion_G4_s_ci95,completion_G4_done_s,completion_G4_done_s_ci95,path_ratio_G4,path_ratio_G4_ci95,completion_G5_s,completion_G5_s_ci95,completion_G5_done_s,completion_G5_done_s_ci95,path_ratio_G5,path_ratio_G5_ci95,max_hard_slack_m,max_hard_slack_m_ci95,all_done_rate,timeouts,timeouts_ci95,deadlock_rate,makespan_s,makespan_s_ci95,mean_completion_s,mean_completion_s_ci95,path_ratio,path_ratio_ci95,min_dogdog_m,min_dogdog_m_ci95,min_dogwall_m,min_dogwall_m_ci95,viol_steps_dog,viol_steps_dog_ci95,max_viol_depth_m,max_viol_depth_m_ci95,viol_steps_wall,viol_steps_wall_ci95,intervention_rate,intervention_rate_ci95,stop_steps,stop_steps_ci95,reject_steps,reject_steps_ci95,mean_dcmd,mean_dcmd_ci95,max_dcmd,max_dcmd_ci95,filter_p50_ms,filter_p50_ms_ci95,filter_p99_ms,filter_p99_ms_ci95,n_falls,n_falls_ci95,diverged_rate,arena,arena_ci95,wall_s,wall_s_ci95
S5,bc_v0+dam,60,6,0.0,9.703,3.5070729552861364,6.110357142857143,0.7833519082646178,1.0810965045272904,0.09083290007093052,14.327666666666667,4.932674668141824,6.267843137254902,0.7097716307021821,1.0216719821001392,0.022371819651641794,10.359666666666667,3.432078266500753,6.813928571428572,0.6052412205814381,1.0203484535700036,0.027241674267065256,5.855666666666667,0.654901726383116,5.855666666666667,0.654901726383116,1.0372797240659577,0.028635264130567606,11.681000000000001,3.9627946535022462,7.288363636363637,1.498481464507909,1.0963594248874275,0.13492651334415237,9.778,3.4656594702369325,6.190714285714286,0.5674916566467179,1.0444673245507432,0.041661059427205584,0.00226112852900005,0.0019706835260116682,0.6666666666666666,0.43333333333333335,0.17032601950089926,0.3333333333333333,27.010666666666665,6.058573729984662,6.338533333333333,0.3707355425369386,1.0508308574314609,0.02918357938607519,0.9511139373873378,0.10254336047214817,nan,nan,14.766666666666667,6.993615514064862,0.048345637340152375,0.024310997266419023,0,0.0,0.15112175457733806,0.031901778589687166,0.016666666666666666,0.03266666666666667,0,0.0,0.05381364252382222,0.012883116180128497,0.827317484402253,0.09730514935800218,0.3718760795891285,0.01675168493457179,1.2152020819485188,0.032921677666045826,0,0.0,0.0,1.4833333333333334,0.2736065741878194,198.15166666666667,42.67725258880588
