scenario,condition,n_seeds,n_dogs,n_dogs_ci95,completion_G0_s,completion_G0_s_ci95,completion_G0_done_s,completion_G0_done_s_ci95,path_ratio_G0,path_ratio_G0_ci95,completion_G1_s,completion_G1_s_ci95,completion_G1_done_s,completion_G1_done_s_ci95,path_ratio_G1,path_ratio_G1_ci95,completion_G2_s,completion_G2_s_ci95,completion_G2_done_s,completion_G2_done_s_ci95,path_ratio_G2,path_ratio_G2_ci95,completion_G3_s,completion_G3_s_ci95,completion_G3_done_s,completion_G3_done_s_ci95,path_ratio_G3,path_ratio_G3_ci95,completion_G4_s,completion_G4_s_ci95,completion_G4_done_s,completion_G4_done_s_ci95,path_ratio_G4,path_ratio_G4_ci95,completion_G5_s,completion_G5_s_ci95,completion_G5_done_s,completion_G5_done_s_ci95,path_ratio_G5,path_ratio_G5_ci95,max_hard_slack_m,max_hard_slack_m_ci95,all_done_rate,timeouts,timeouts_ci95,deadlock_rate,makespan_s,makespan_s_ci95,mean_completion_s,mean_completion_s_ci95,path_ratio,path_ratio_ci95,min_dogdog_m,min_dogdog_m_ci95,min_dogwall_m,min_dogwall_m_ci95,viol_steps_dog,viol_steps_dog_ci95,max_viol_depth_m,max_viol_depth_m_ci95,viol_steps_wall,viol_steps_wall_ci95,intervention_rate,intervention_rate_ci95,stop_steps,stop_steps_ci95,reject_steps,reject_steps_ci95,mean_dcmd,mean_dcmd_ci95,max_dcmd,max_dcmd_ci95,filter_p50_ms,filter_p50_ms_ci95,filter_p99_ms,filter_p99_ms_ci95,n_falls,n_falls_ci95,diverged_rate,arena,arena_ci95,wall_s,wall_s_ci95
S5,nominal+raw,210,6,0.0,12.520857142857142,2.4995384434654575,5.515737704918033,0.4206434390168458,1.1684387786090897,0.08768823600252879,11.519428571428572,2.381577487547751,5.263870967741935,0.35263509540810795,1.0790474278887898,0.02681493386639007,13.277142857142858,2.5732498487916446,5.791160220994475,0.5093794275472335,1.073841378160828,0.02901355978898964,13.436571428571428,2.6022463531868616,5.676,0.4201673608864854,1.1025299639293895,0.043064105951950475,11.294,2.350113196088509,5.303422459893048,0.44921522287034593,1.0991848362772216,0.03426396806722603,12.14304761904762,2.4105010521112518,5.675891891891892,0.39607525098306706,1.0982541477528367,0.044660891726595604,0.0,0.0,0.5571428571428572,0.7523809523809524,0.13135385488841095,0.44285714285714284,31.830190476190477,3.422590943938188,5.548004761904762,0.19242475218009178,1.1288568054669201,0.030465197646895675,0.393752715846552,0.048944057879324605,nan,nan,1171.2952380952381,182.7855925804425,0.37227629692245257,0.02934575167264829,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0163128621698845,6.175923732678561e-05,0.028038302081681434,0.0007706394468129563,0.07142857142857142,0.03491616754428901,0.0,1.5142857142857142,0.156677464082095,155.00095238095238,16.14400451972587
