scenario,seed,method,n_dogs,completion_G0_s,completion_G0_done_s,path_ratio_G0,completion_G1_s,completion_G1_done_s,path_ratio_G1,completion_G2_s,completion_G2_done_s,path_ratio_G2,completion_G3_s,completion_G3_done_s,path_ratio_G3,completion_G4_s,completion_G4_done_s,path_ratio_G4,completion_G5_s,completion_G5_done_s,path_ratio_G5,max_hard_slack_m,all_done,timeouts,deadlock,makespan_s,mean_completion_s,path_ratio,min_dogdog_m,min_dogwall_m,viol_steps_dog,max_viol_depth_m,viol_steps_wall,intervention_rate,stop_steps,reject_steps,mean_dcmd,max_dcmd,filter_p50_ms,filter_p99_ms,condition,n_falls,diverged,arena,wall_s
S5,1001,bc_v0,6,60.0,nan,nan,8.64,8.64,0.9875371818278006,1.2,1.2,2.092179883887454,60.0,nan,nan,11.76,11.76,0.9978245799944379,8.76,8.76,0.9815033134648422,0.0,False,2,True,60.0,7.59,1.2647612397936336,0.10527487353189892,nan,2891,0.594725126468101,0,0.0,0,0,0.0,0.0,0.003519933670759201,0.020239967852830887,bc_v0,0,False,2,336.5
S5,1002,bc_v0,6,60.0,nan,nan,60.0,nan,nan,60.0,nan,nan,60.0,nan,nan,60.0,nan,nan,10.46,10.46,0.9916619078468438,0.0,False,5,True,60.0,10.46,0.9916619078468438,0.20083378380791178,nan,2951,0.4991662161920882,0,0.0,0,0,0.0,0.0,0.0024316832423210144,0.01646392047405243,bc_v0,0,False,0,336.9
S5,1003,bc_v0,6,6.42,6.42,1.1052691804345767,60.0,nan,nan,9.08,9.08,0.976528540895154,8.700000000000001,8.700000000000001,0.9795940901980588,60.0,nan,nan,7.72,7.72,0.9906842484643682,0.0,False,2,True,60.0,7.98,1.0130190149980394,0.1271936711682815,nan,2802,0.5728063288317184,0,0.0,0,0,0.0,0.0,0.0024959444999694824,0.017391983419656754,bc_v0,0,False,3,337.4
S5,1008,bc_v0,6,3.68,3.68,0.9741513567821976,8.36,8.36,0.9708671363085579,8.0,8.0,0.9766139554829232,6.54,6.54,0.9759941362353028,1.04,1.04,1.1267587278442799,6.84,6.84,0.978570639390924,0.0,True,0,False,8.36,5.743333333333333,1.0004926586740308,1.311017678468697,nan,0,0.0,0,0.0,0,0,0.0,0.0,0.002352055162191391,0.0148797407746315,bc_v0,0,False,3,51.7
S5,1005,bc_v0,6,0.78,0.78,1.071645420810132,2.04,2.04,0.9611055480963454,6.68,6.68,0.9767710496260223,60.0,nan,nan,5.0200000000000005,5.0200000000000005,1.0216067140822744,5.28,5.28,0.9833848692814462,0.0,False,1,True,60.0,3.96,1.002902720379244,0.20771613210748424,nan,76,0.4922838678925157,0,0.0,0,0,0.0,0.0,0.0024801120162010193,0.017583835870027542,bc_v0,0,False,1,337.1
S5,1007,bc_v0,6,32.88,32.88,1.4015358212282496,5.92,5.92,1.0272895454622821,5.28,5.28,0.9976501096448398,31.28,31.28,1.4074149579914688,4.86,4.86,0.9868376070054244,5.62,5.62,1.0669725307177444,0.0,True,0,False,32.88,14.306666666666667,1.1479500953416681,0.2588958464439612,nan,1315,0.44110415355603877,0,0.0,0,0,0.0,0.0,0.002400018274784088,0.015551690012216568,bc_v0,0,False,0,186.2
S5,1010,bc_v0,6,8.82,8.82,0.9849829885636044,6.88,6.88,0.9980887091709363,6.82,6.82,1.0421683948754716,10.56,10.56,0.9928193889935015,6.82,6.82,1.1197727196405518,11.28,11.28,0.9994519470297,0.0,True,0,False,11.28,8.53,1.022880691378961,0.1779845398837327,nan,283,0.5220154601162672,0,0.0,0,0,0.0,0.0,0.0024158507585525513,0.01592002809047699,bc_v0,0,False,1,67.2
S5,1012,bc_v0,6,2.1,2.1,1.0548236615286637,8.38,8.38,0.9666153578589901,5.66,5.66,0.9799044882542106,7.28,7.28,0.9664279175350663,4.34,4.34,0.9916509293801344,0.96,0.96,0.8820633836611107,0.0,True,0,False,8.38,4.786666666666667,0.973580956369696,1.0611986132852185,nan,0,0.0,0,0.0,0,0,0.0,0.0,0.002367887645959854,0.014481134712696075,bc_v0,0,False,1,51.7
S5,1013,bc_v0,6,2.84,2.84,0.9373928312746789,3.2800000000000002,3.2800000000000002,0.9487366842289114,4.44,4.44,0.9514816460300648,3.2,3.2,0.9545292757523067,3.18,3.18,0.9780379829876481,5.72,5.72,1.0503771618630695,0.0,True,0,False,5.72,3.776666666666667,0.97009259702278,1.304807407878828,nan,0,0.0,0,0.0,0,0,0.0,0.0,0.002384185791015625,0.014831777662038803,bc_v0,0,False,1,37.3
S5,1006,bc_v0,6,7.7,7.7,0.9893405406426552,6.88,6.88,1.0196098732047805,6.640000000000001,6.640000000000001,1.0757002257306574,5.16,5.16,1.0851938957349083,60.0,nan,nan,60.0,nan,nan,0.0,False,2,True,60.0,6.595000000000001,1.0424611338282503,0.09064053936225853,nan,2811,0.6093594606377414,0,0.0,0,0,0.0,0.0,0.0028479844331741333,0.019152183085680008,bc_v0,0,False,2,335.5
S5,1014,bc_v0,6,6.74,6.74,0.9843848174853782,11.040000000000001,11.040000000000001,1.0417362455862613,6.9,6.9,0.9868166630849483,10.96,10.96,1.0356371132203332,7.28,7.28,0.9824854818182217,9.14,9.14,0.9935519789664815,0.0,True,0,False,11.040000000000001,8.676666666666668,1.0041020500269373,0.21018309296667942,nan,367,0.48981690703332054,0,0.0,0,0,0.0,0.0,0.002400018274784088,0.015248078852891922,bc_v0,0,False,1,66.5
S5,1009,bc_v0,6,4.22,4.22,1.2601002698566186,4.3,4.3,0.9678155888556969,60.0,nan,nan,4.8,4.8,0.975818038209793,60.0,nan,nan,7.140000000000001,7.140000000000001,0.984486873996745,0.0,False,2,True,60.0,5.115,1.0470551927297134,0.09442459418716559,nan,2895,0.6055754058128344,0,0.0,0,0,0.0,0.0,0.002704095095396042,0.01881597563624382,bc_v0,0,False,3,335.9
S5,1011,bc_v0,6,10.26,10.26,0.9683388862981939,60.0,nan,nan,4.9,4.9,1.5830390865125124,5.0600000000000005,5.0600000000000005,1.0119510734998722,2.32,2.32,0.9967971719828203,11.32,11.32,1.003480883652761,0.0,False,1,True,60.0,6.772,1.112721420389232,0.23032211388815285,nan,306,0.46967788611184713,0,0.0,0,0,0.0,0.0,0.0025122426450252533,0.017615966498851776,bc_v0,0,False,0,335.7
S5,1015,bc_v0,6,8.86,8.86,0.990940428503506,4.72,4.72,1.0850678722004525,3.56,3.56,1.0640901606860147,10.24,10.24,1.2843507431804233,3.1,3.1,1.026939455298654,60.0,nan,nan,0.0,False,1,True,60.0,6.096,1.0902777319738102,0.996710861729776,nan,0,0.0,0,0.0,0,0,0.0,0.0,0.002704095095396042,0.018496066331863403,bc_v0,0,False,2,337.1
